,,,,,,,,,,Modal Only,,,,,,
Depth1,Depth2,Depth3,사용자 행동,행동 패턴,UI Type,조건,responseCode,Title,Category,Identifier,Description,Condition,Left button,Right button,Classification,사유
공통,-,-,"삭제, 확정, 취소, 전송 등 다건 작업",다건 작업,Confirm Modal,체크박스가 1건도 선택되지 않은 경우,,항목을 선택해 주세요.,정보/안내 메시지,-,-,-,-,확인,,사용자가 필수적으로 해야 할 행동을 구체적으로 알려주고 오류를 즉시 해결하도록 유도해야 합니다. Toast는 쉽게 놓칠 수 있습니다.
공통,-,-,,버튼 클릭,Confirm Modal,입력 항목 누락,,,정보/안내 메시지,,{{항목}}을(를) 입력해 주시기 바랍니다.,,-,확인,,
공통,-,-,페이지 이동/이탈 시도,페이지 이동/이탈,Destructive Modal,입력 중인 항목이 있으나 저장은 되지 않은 상태,,수정한 {{n}}건을 저장하지 않고 나가시겠습니까?,데이터 변경 확인,,저장하지 않으면 변경한 정보는 모두 사라집니다.,,취소,확인,,
,-,-,,,,,,1건의 수정사항이 저장되지 않았습니다,,,"페이지를 이동하면 지금까지 수정한 내용이 저장되지 않으며, 복구할 수 없습니다.",,계속 작성하기,,,
공통,-,-,,,Confirm Modal,편집형 모달 → 그리드 편집 후 “저장”하지 않고 닫기 버튼 클릭 시,,작성 중인 데이터가 있습니다.,데이터 변경 확인,,화면을 나가면 작성된 데이터가 삭제됩니다.,,취소,나가기,,
공통,-,-,버튼 클릭,,Confirm Modal,시도,,{{행동명}}을 {{행동}}하시겠습니까?,데이터 변경 확인,,,,취소,확인,,
공통,-,-,액션 시도,,Toast-Sucess,성공,,총 {{n}}건의 {{행동명}}이 완료되었습니다.,정보/안내 메시지,-,-,-,-,-,,
공통,-,-,액션 시도,,Confirm Modal,네트워크/일시적 에러 등으로 인한 실패,,{{행동명}}에 실패했습니다. 잠시 후 다시 시도해 주세요.,정보/안내 메시지,,,,-,확인,,
,-,-,,,Confirm Modal,,,비밀번호를 초기화하시겠어요?,데이터 변경 확인,,-,,취소,확인,,
공통,-,-,엑셀 파일 다운로드,,,성공,,,,,별도의 토스트/모달 없음,,-,,,
공통,-,-,엑셀 파일 업로드,,Cell-level Error,실패,,업로드가 불가능한 데이터가 존재합니다.,,,,,-,-,,
계약관리,매출/매입 계약관리,계약 마스터,버튼 공통,,Confirm Modal,미선택,,계약을 먼저 선택해 주세요.,,-,-,-,-,확인,,사용자에게 필수적인 다음 행동을 명확히 지시해야 합니다.
계약관리,매출/매입 계약관리,계약 마스터,[매출 해지]. [매출 해지 원복] 버튼,,Confirm Modal,매출 계약 공란 혹은 계약만료,,선택된 데이터 중 매출 계약이 존재하지 않는 건이 있습니다.,,-,-,-,-,확인,,"오류 상황을 설명하고, 사용자가 정보를 파악해야 하므로 짧은 Toast로는 충분하지 않습니다."
계약관리,매출/매입 계약관리,계약 마스터,"[매입 해지], [매입 해지 원복] 버튼",,Confirm Modal,매입 계약 공란 혹은 계약만료,,선택된 데이터 중 매입 계약이 존재하지 않는 건이 있습니다.,,-,-,-,-,확인,,오류 상황 설명 및 정보 파악이 필요합니다.
계약관리,매출/매입 계약관리,계약 마스터,[매출 해지] 버튼,,Toast-Sucess,성공,,매출 계약이 해지되었습니다.,정보/안내 메시지,-,-,-,-,-,,
계약관리,매출/매입 계약관리,계약 마스터,[매출 해지 원복] 버튼,,Confirm Modal,계약해지 이외의 상태 (계약완료),,"""계약해지"" 상태의 매출 계약 마스터만 해지 원복이 가능합니다.",,-,-,-,-,확인,,
계약관리,매출/매입 계약관리,계약 마스터,[매출 해지 원복] 버튼,,Toast-Sucess,성공,,매출 계약 해지가 원복 되었습니다.,정보/안내 메시지,-,-,-,-,-,,
계약관리,매출/매입 계약관리,계약 마스터,[매입 해지] 버튼,,Toast-Sucess,성공,,매입 계약이 해지되었습니다.,정보/안내 메시지,-,-,-,-,-,,
계약관리,매출/매입 계약관리,계약 마스터,[매입 해지 원복] 버튼,,Toast-Sucess,성공,,매입 계약 해지가 원복 되었습니다.,정보/안내 메시지,-,-,-,-,-,,
계약관리,매출/매입 계약관리,계약 마스터,[행 추가] 버튼,,Confirm Modal,,,매출 또는 매입 계약을 먼저 저장해 주세요.,,-,-,-,-,확인,,
,,,,,Confirm Modal,,,화면을 나가면 작성된 계약 마스터가 삭제됩니다. 나가시겠어요?,데이터 변경 확인,,,,취소,나가기,,
계약관리,매출/매입 계약관리,상세,매출 차수 > [저장] 버튼,,Toast-Sucess,성공,,차수가 추가되었습니다.,정보/안내 메시지,-,-,-,-,-,,
계약관리,매출/매입 계약관리,상세,[계약 저장] 버튼,,Toast-Sucess,성공,,매출 계약이 저장되었습니다.,정보/안내 메시지,-,-,-,-,-,,
계약관리,매출/매입 계약관리,상세,매입 차수 > [저장] 버튼,,,행이 아무것도 없을 때,,Application error: a client-side exception has occurred (see the browser console for more information).,,,,,,,,
계약관리,매출/매입 계약관리,상세,[계약 복제] 버튼,,Toast-Sucess,성공,,계약이 복제되었습니다. -> 아무것도 선택 안 한 경우에는 새 계약마스터 뜨면서 아무런 동작 -,정보/안내 메시지,-,-,-,-,-,,
계약관리,매출/매입 계약관리,상세,[요율 저장] 버튼,,Toast-Sucess,,,요율이 저장되었습니다.,정보/안내 메시지,-,-,-,-,-,,
계약관리,매출/매입 계약관리,상세,이탈,,Confirm Modal,작성 중인 항목 존재,,화면을 나가면 작성된 계약 마스터가 삭제됩니다. 나가시겠어요?,데이터 변경 확인,,,,취소,확인,,
계약관리,거래처 마스터,,[조회] 버튼,,Toast-Caution,고객사명 미입력,,고객사명을 먼저 조회해 주세요.,,-,-,-,-,-,,
계약관리,거래처 마스터,,[저장] 버튼,,Toast-Caution,,,변경된 사항이 없습니다.,,-,-,-,-,-,,
계약관리,거래처 마스터,엑셀 업로드,[등록하기] 버튼,,Toast-Caution,아무것도 입력되지 않음,,등록할 데이터가 없습니다.,정보/안내 메시지,-,-,-,-,-,,
계약관리,거래처 마스터,엑셀 업로드,[엑셀 파일 업로드] 버튼,,Cell-level Error,유효하지 않은 MDM,,등록되지 않은 MDM 번호입니다. 고객 식별 정보가 없어 매칭을 할 수 없습니다.,,,,,,,,
계약관리,거래처 마스터,,[삭제] 버튼,,Destructive Modal,1개 이상의 행 체크,,[삭제하기]를 클릭하면 거래처가 삭제됩니다.,삭제/취소,,,,취소,삭제하기,,
계약관리,거래처 마스터,,[삭제] 버튼,,Toast-Sucess,성공,,거래처 마스터가 삭제되었습니다.,정보/안내 메시지,-,-,-,-,-,,
계약관리,거래처 마스터,,[저장] 버튼,,,,1031,PR000159 계약 요율에 등록되지 않은 노드입니다.,,,,,,,,
계약관리,거래처 마스터,,[저장] 버튼,,,,,변경된 사항이 없습니다.,,,,,,,,
주문배차,주문 배차 관리,,[행 삭제] 버튼,,,이미 저장이 완료된 행 선택,,,,,,,,,,
주문배차,주문 배차 관리,,탭 X 버튼,,Destructive Modal,,,"""탭 이름""을 탭 목록에서 삭제하시겠어요?",삭제/취소,,,,취소,삭제하기,,
주문배차,주문 배차 관리,,[일괄 적용] > [상/하차일시] 버튼,,,,102,"102 [ Validation failed for argument [O] in public void
ai.unban.tms.admin.order.controller.OrderController.orderTransferApplyRequestAt(ai.unban.tms.admin.order.dto.ApplyRequestAtOrderDto$Request):
• [Field error in object 'request' on field 'itemList': rejected value [[]]; codes [Size.request.itemList,Size.itemList,Size.java.util.List,Size]; arguments [org.springframework.context.support.DefaultMessageSourceResolvable: codes [request.itemList,itemList]; arguments []; default message
[itemList],2147483647,1]; default message [크기가 1에서 2147483647 사이여야 합니다]] ]",,,,,,,,
주문배차,주문 배차 관리,,[일괄 적용] > [상/하차일시] 버튼,,Toast-Sucess,성공,,상/하차일이 일괄 적용되었습니다.,정보/안내 메시지,-,-,-,-,-,,
주문배차,주문 배차 관리,,[일괄 적용] > [매출/매입 추가 운임] 버튼,,,행이 아무것도 없는 경우,102,"102 [ Validation failed for argument [0] in public void
ai.unban.tms.admin.order.controller.OrderController.orderTransferApplyExtraRate(ai.unban.tms.admin.order.dto.ApplyExtraRateOrderDto$Request):
• [Field error in object 'request' on field 'itemList': rejected value [0]; codes [Size.request.itemList,Size.itemList,Size.java.util.List,Size]; arguments [org.springframework.context.support.DefaultMessageSourceResolvable: codes [request.itemList,itemList]; arguments []; default message
[itemList],2147483647,1]; default message [크기가 1에서 2147483647 사이여야 합니다]] ]",,,,,,,,
주문배차,주문 배차 관리,,[일괄 적용] > [매출/매입 추가 운임] 버튼,,Toast-Sucess,성공,,매출/매입 추가 운임이 일괄 적용되었습니다.,정보/안내 메시지,-,-,-,-,-,,
주문배차,주문 배차 관리,,[일괄 적용] > [매입 정산 제외] 버튼,,,신규로 추가한 빈 행 선택 후 클릭,102,"102 [ Validation failed for argument [0] in public void
ai.unban.tms.admin.order.controller.OrderController.orderTransferSettlementPurchaseExclude(ai.unban.tms.admin.order.dto.SettlementPurchaseExcludeOrderDto$Request):
• [Field error in object 'request' on field 'itemList': rejected value [[]]; codes [Size.request.itemList,Size.itemList,Size.java.util.List,Size]; arguments [org.springframework.context.support.DefaultMessageSourceResolvable: codes [request.itemList,itemList]; arguments []; default message [itemList],2147483647,1]; default
message [크기가 1에서 2147483647 사이여야 합니다]]]",,,,,,,,
주문배차,주문 배차 관리,,[일괄 적용] > [매입 정산 제외] 버튼,,Toast-Sucess,성공,,매입 정산 제외가 일괄 적용되었습니다.,정보/안내 메시지,-,-,-,-,-,,
주문배차,주문 배차 관리,,[배차 확정/취소] 버튼,,Toast-Caution,,,등록되지 않은 주문이 있습니다.,,-,-,-,-,-,,
주문배차,주문 배차 관리,,[배차 확정/취소] 버튼,,Toast-Sucess,성공,,배차 정보가 확정되었습니다.,정보/안내 메시지,-,-,-,-,-,,
주문배차,주문 배차 관리,,[배차 확정/취소] 버튼,,Destructive Modal,주문 상태 '배차확정',,,,,,,취소,확인,,
주문배차,주문 배차 관리,,[배차 확정/취소] 버튼,,Toast-Sucess,성공,,배차가 취소되었습니다.,정보/안내 메시지,-,-,-,-,-,,
주문배차,주문 배차 관리,,[배차 확정/취소] 버튼,,Confirm Modal,,,"아래 중 동일한 주문 상태만 선택하여 다시 시도해 주세요.

배차 확정: “배차의뢰”, “배차계획” 상태
배차 확정 취소: “배차확정” 상태",,,,,-,확인,,
주문배차,주문 배차 관리,,[배차 확정/취소] 버튼,,Confirm Modal,차량번호 미입력,,위 행의 차량번호 항목을 입력 후 다시 시도해 주세요.,,"1행, 2행, 3행",,,-,확인,,
주문배차,주문 배차 관리,,[배차 확정/취소] 버튼,,Confirm Modal,매입금액 미입력,,위 행의 매입 금액 항목을 입력 후 다시 시도해 주세요.,,"1행, 2행, 3행",,,-,확인,,
주문배차,주문 배차 관리,,[배차 확정/취소] 버튼,,Confirm Modal,배차의뢰' '배차계획' '배정확정' 주문 상태,,"아래 중 동일한 주문 상태만 선택하여 다시 시도해 주세요.
· 배차 확정: “배차의뢰”, “배차계획” 상태
· 배차 확정 취소: “배차확정” 상태",,,,,-,확인,,
주문배차,주문 배차 관리,,[배차 확정/취소] 버튼,,Confirm Modal,차량번호 입력 완료,,,,,,,취소,확인,,
주문배차,주문 배차 관리,,[배차 확정/취소] 버튼,,,"차량번호 입력 완료, 차량정보, 매입금액 미입력
매입 수송량, 매입 요율 구분, 매입 요율 금액 -> 일부 조건에서만 필수 입력",1107,1107 [ 1번째 행은 차량정보와 매입금액은 필수입니다. ],,,,,,,,
,,,,,,,,[저장하기] 버튼을 클릭하면 작성한 내용대로 저장됩니다.,,,,,취소,저장하기,,
주문배차,주문 배차 관리,,[파트너 지정/취소] 버튼,,Confirm Modal,배차의뢰' '배차계획' '배정확정' 이외의 주문 상태,,"아래 중 동일한 주문 상태만 선택하여 다시 시도해 주세요.
· 파트너 지정: ""배차의뢰"", ""배차계획"" 상태
· 파트너 지정 취소: ""배정확정"" 상태",,,,,-,확인,,
주문배차,주문 배차 관리,,[파트너 지정/취소] 버튼,,Confirm Modal,조건 충족,,,,,,,취소,확인,,
주문배차,주문 배차 관리,,[파트너 지정/취소] 버튼,,Toast-Sucess,취소 성공,,파트너 지정이 취소되었습니다.,정보/안내 메시지,-,-,-,-,-,,
주문배차,주문 배차 관리,,[파트너 지정/취소] > [지정하기] 버튼,,,테이블 내 아무 정보 없을 때,,Cannot read properties of undefined (reading 'vendorld'),,,,,,,,
주문배차,주문 배차 관리,계약 외 협력사 지정,[계산] 버튼,,Toast-Caution,,,매입 금액(%)을 입력해 주세요.,,-,-,-,-,-,,
주문배차,주문 배차 관리,계약 외 협력사 지정,파트너 중 1개 더블클릭,,Toast-Sucess,,,파트너가 지정되었습니다.,정보/안내 메시지,-,-,-,-,-,,
주문배차,주문 배차 관리,,[운송실적 확정/취소] 버튼,,,주문 상태가 '배정확정' 등 운송실적확정 이외의 상태,,"아래 중 동일한 주문 상태만 선택하여 다시 시도해 주세요. / · 운송실적 확정: “배차확정” 이후 상태
· 운송실적 확정 취소: “운송실적확정” 상태",,,,,,,,
주문배차,주문 배차 관리,주문 목록,[운송실적 확정/취소] 버튼,,Confirm Modal,조건 충족,,,,,,,취소,확인,,
주문배차,주문 배차 관리,주문 목록,[운송실적 확정/취소] 버튼,,Confirm Modal,"주문 상태가 '배차확정' 이전, '운송실적확정' 이외의 상태",,"아래 중 동일한 주문 상태만 선택하여 다시 시도해 주세요.
운송실적 확정: “배차확정” 이후 상태
운송실적 확정 취소: “운송실적확정” 상태",,,,,-,확인,,
주문배차,주문 배차 관리,주문 목록,[운송실적 확정/취소] 버튼,,Toast-Sucess,확정 성공,,"아래 중 동일한 주문 상태만 선택하여 다시 시도해 주세요.
운송실적 확정: “배차확정” 이후 상태
운송실적 확정 취소: “운송실적확정” 상태",정보/안내 메시지,-,-,-,-,-,,
주문배차,주문 배차 관리,주문 목록,[운송실적 확정/취소] 버튼,,Toast-Sucess,취소 성공,,운송실적 확정이 취소되었습니다.,정보/안내 메시지,-,-,-,-,-,,
주문배차,주문 배차 관리,주문 목록,[더운반 전송] 버튼,,Confirm Modal,,,,,,,,취소,전송하기,,
주문배차,주문 배차 관리,주문 목록,[더운반 전송] 버튼,,Confirm Modal,실패,,주문 상태가 “배차의뢰”인 경우에만 더운반으로 전송할 수 있습니다.,,,,,-,확인,,
주문배차,주문 배차 관리,주문 목록,[더운반 전송] 버튼,,Toast-Sucess,성공,,주문이 더운반 연계로 변경되었습니다.,정보/안내 메시지,-,-,-,-,-,,
주문배차,주문 배차 관리,주문 목록,[취소] 버튼,,Toast-Caution,선택 항목 -,,선택된 항목이 없습니다.,,-,-,-,-,-,,
주문배차,주문 배차 관리,주문 목록,[취소] 버튼,,Destructive Modal,조건 충족,,,,,,,취소,확인,,
주문배차,주문 배차 관리,주문 목록,[취소] 버튼,,Toast-Sucess,성공,,1건의 주문이 취소 처리 되었습니다.,정보/안내 메시지,-,-,-,-,-,,
주문배차,주문 배차 관리,주문 목록,[일괄 주문 취소] 버튼,,Toast-Sucess,성공,,1건의 주문이 일괄 취소 처리 되었습니다.,정보/안내 메시지,-,-,-,-,-,,
주문배차,주문 배차 관리,주문 목록,[운행 중단] 버튼,,Confirm Modal,실패,,주문 취소가 불가합니다. 주문 상태를 확인해 주세요.,,-,-,-,-,확인,,
주문배차,주문 배차 관리,주문 목록,[혼적] 버튼,,Confirm Modal,실패,,"아래 중 동일한 주문 상태만 선택하여 다시 시도해 주세요.
· 혼적 배정: “배차의뢰” 상태",,,,,-,확인,,
주문배차,주문 배차 관리,주문 목록,[혼적] 버튼,,Toast-Caution,실패,,동일한 파트너로만 혼적 배정이 가능합니다.,,-,-,-,-,-,,
주문배차,주문 배차 관리,주문 목록,[혼적] 버튼,,Toast-Sucess,성공,,혼적 배정이 완료되었습니다.,정보/안내 메시지,-,-,-,-,-,,
주문배차,주문 배차 관리,주문 목록,[분할] 버튼,,,행이 아무것도 없을 때,,아무것도 나타나지 않음,,,,,,,,
주문배차,주문 배차 관리,주문 목록,[복사] 버튼,,Toast-Sucess,성공,,선택한 주문이 복사되었습니다.,정보/안내 메시지,-,-,-,-,-,,
주문배차,주문 배차 관리,주문 목록,화주명 선택,,Toast-Caution,계약마스터 -,,계약 구분에 대한 계약마스터가 없습니다.,,-,-,-,-,-,,
주문배차,주문 배차 관리,주문 목록,[저장] 버튼,,,필수항목 미입력,,필수 항목을 입력해 주세요.,,,,,,,,
주문배차,주문 배차 관리,주문 목록,[저장] 버튼,,Toast-Sucess,성공,,1개의 주문이 등록되었습니다.,정보/안내 메시지,-,-,-,-,-,,
주문배차,주문 배차 관리,주문 목록,[저장] 버튼,,,신규 행 생성 후 일부 정보 미입력,1173,1173 [ null ],,,,,,,,
주문배차,주문 배차 관리,주문 목록,[저장] 버튼,,,매입 금액이 매출 금액보다 큼,,"정확한 주문 등록을 위해 매출, 매입 금액 확인을 권장합니다.
저장하시겠어요?",데이터 변경 확인,"1행, 2행, 3행의 매입 금액이 매출 금액보다 큼",,,취소,저장하기,,
주문배차,주문 배차 관리,고객사 목록,[일괄 적용] > [톤급/의뢰량] 버튼,,Confirm Modal,매출 요율 구분이 '대당' 일 때,,-,,,,,-,확인,,
주문배차,주문 배차 관리,빠른 배차,[배차] 버튼,,,재확인,,"-위수탁 즐겨찾기 차량
-소속거점: W&D)오리온통합센터(N/A)
-관리번호: C110117
-차량번호: 인천80바8817",,,,,취소,,,
주문배차,주문 배차 관리,빠른 배차,[삭제] 버튼,,Destructive Modal,재확인,,"삭제 시, 즐겨찾기 목록에서 이 차량이 삭제됩니다.",삭제/취소,,,,취소,삭제하기,,
주문배차,엑셀 업로드,계약 주문,[등록] 버튼,,,선택 항목 -,,,,,,,,,,
주문배차,엑셀 업로드,계약 주문,[엑셀 파일 업로드] 버튼,,,,,데이터 수정 후 ‘등록하기’ 버튼을 눌러 주세요.,,,,,,확인,,
주문배차,엑셀 업로드,계약 주문,[엑셀 파일 업로드] 버튼,,Confirm Modal,실패,,Excel 업로드 및 유효성 검증 중 오류가 발생했습니다: Excel 양식이 올바르지 않습니다. 업로드 타입: 계약,,,,,-,확인,,
주문배차,엑셀 업로드,계약 외 주문,[엑셀 파일 업로드] 버튼,,Toast-Caution,실패,,Cannot read properties of null (reading 'map'),,-,-,-,-,-,,
주문배차,엑셀 업로드,정부 양곡,[엑셀 파일 업로드] 버튼,,Toast-Caution,실패,,Cannot read properties of null (reading 'map'),,-,-,-,-,-,,
주문배차,타점 배차 현황,,[조회] 버튼,,Toast-Caution,코스트센터(매입) 미입력,,코스트 센터 (매입)을 선택해 주세요.,,-,-,-,-,-,,
주문배차,타점 배차 현황,,[조회] 버튼,,Toast-Caution,인사조직 미입력,,인사조직을 선택해 주세요.,,-,-,-,-,-,,
주문배차,운송 현황 조회,,[조회] 버튼,,Toast-Sucess,인사조직 미입력,,인사조직을 선택해 주세요.,,-,-,-,-,-,,
주문배차,인수증/계근표 현황,,[조회] 버튼,,Toast-Sucess,인사조직 미입력,,인사조직을 선택해 주세요.,,-,-,-,-,-,,
주문배차,인수증/계근표 현황,,[조회] 버튼,,,화주 미입력,,화주를 선택해 주세요.,,,,,,,,
주문배차,인수증/계근표 현황,,[인수증 업로드 요청] 버튼,,,미선택 or 항목 -,,,,,아무것도 나타나지 않음,,,,,
주문배차,인수증/계근표 현황,,[인수증 업로드 요청] 버튼,,,1개 항목 선택,,,,,아무것도 나타나지 않음,,,,,
주문배차,"(FT, O-NE) 주문 배차 관리",,,,Toast-Sucess,,,기본 주문 배차 관리와 동일,,-,-,-,-,-,,
주문배차,"(FT, O-NE) 엑셀 업로드",,,,,,,,,,기본 엑셀 업로드와 동일,,,,,
정산관리,매출 정산 확정,미확정,[조회] 버튼,,Toast-Caution,,,매출조직을 먼저 조회해 주세요.,,-,-,-,-,-,,
